word, tf, idf
gout chronic, 1, 1
chronic gallbladder, 1, 1
gallbladder disorders, 1, 1
disorders dietary, 1, 1
dietary fiber, 1, 1
fiber of, 1, 1
pear and, 4, 1
its phenolic, 1, 1
phenolic compounds, 1, 1
compounds help, 1, 1
of cardiovascular, 1, 1
cardiovascular diseases, 1, 1
diseases gorinstein, 1, 1
gorinstein et, 1, 1
al 1998, 1, 1
1998 2002, 1, 1
2002 pears, 1, 1
pears can, 1, 1
be useful, 1, 1
useful in, 1, 1
in lowering, 1, 1
lowering high, 1, 1
high blood, 1, 1
blood pressure, 1, 1
pressure and, 1, 1
for controlling, 1, 1
controlling blood, 1, 1
blood cholesterol, 1, 1
cholesterol levels, 1, 1
levels moreover, 1, 1
moreover it, 2, 2
is preferred, 1, 1
preferred by, 1, 1
by diabetic, 1, 1
diabetic persons, 1, 1
persons due, 1, 1
its low, 1, 1
low sugar, 1, 1
sugar content, 2, 2
content usda, 1, 1
usda 2004, 1, 1
2004 peach, 1, 1
peach prunus, 1, 1
prunus persica, 2, 1
persica l, 2, 1
l batsch, 2, 1
batsch belong, 1, 1
rosaceae and, 1, 1
grown commercially, 1, 1
commercially all, 1, 1
world in, 1, 1
in regions, 1, 1
regions between, 1, 1
between 25o, 1, 1
25o and, 1, 1
and 45o, 1, 1
45o latitude, 1, 1
latitude above, 1, 1
above and, 1, 1
and below, 1, 1
below the, 1, 1
the equator, 1, 1
equator it, 1, 1
third most, 1, 1
important temperate, 1, 1
temperate fruit, 1, 1
fruit cultivated, 1, 1
cultivated in, 2, 1
india presently, 1, 1
presently this, 1, 1
being cultivated, 1, 1
kashmir punjab, 1, 1
punjab haryana, 1, 1
haryana uttaranchal, 1, 1
uttaranchal himachal, 1, 1
a lesser, 1, 1
lesser extent, 1, 1
extent in, 1, 1
in hilly, 1, 1
hilly areas, 2, 1
of tamil, 1, 1
tamil nadu, 1, 1
nadu globally, 1, 1
globally in, 1, 1
in 2003, 1, 1
2003 the, 2, 1
leading peach, 1, 1
peach and, 3, 1
and nectarine, 2, 1
nectarine producer, 1, 1
producer was, 1, 1
was china, 1, 1
china accounting, 1, 1
accounting for, 2, 2
for 38, 1, 1
38 percent, 1, 1
of world’s, 1, 1
world’s production, 2, 1
production followed, 1, 1
by israel, 1, 1
israel with, 1, 1
with 10, 1, 1
10 percent, 1, 1
percent and, 1, 1
states with, 1, 1
with 9, 1, 1
9 percent, 1, 1
percent world’s, 1, 1
production in, 3, 2
in 2003, 1, 1
the world’s, 1, 1
world’s largest, 1, 1
largest peach, 1, 1
nectarine exporting, 1, 1
exporting countries, 1, 1
countries were, 1, 1
were spain, 1, 1
spain italy, 1, 1
italy france, 1, 1
and united, 1, 1
united nations, 1, 1
nations fao, 1, 1
the peach, 1, 1
peach production, 1, 1
india exceeds, 1, 1
exceeds 1, 1, 1
1 5, 1, 1
5 lakh, 1, 1
lakh tons, 1, 1
tons per, 1, 1
per annum, 1, 1
annum fao, 1, 1
2006 stone, 1, 1
stone fruits, 1, 1
fruits as, 1, 1
group occupy, 1, 1
occupy an, 1, 1
an area, 1, 1
0 11, 1, 1
11 million, 1, 1
million hectares, 2, 2
with 0, 1, 1
0 14, 1, 1
14 million, 1, 1
tonnes production, 1, 1
in himachal, 1, 1
pradesh about, 1, 1
about 28, 1, 1
28 thousand, 1, 1
thousand hectors, 1, 1
hectors are, 1, 1
are covered, 1, 1
covered under, 1, 1
under peach, 1, 1
peach plum, 1, 1
plum apricot, 1, 1
apricot almond, 1, 1
almond and, 1, 1
and cherry, 1, 1
cherry in, 1, 1
the north-western, 1, 1
north-western himalayan, 1, 1
himalayan region, 1, 1
region peach, 1, 1
peach holds, 1, 1
holds greater, 1, 1
greater promise, 1, 1
promise because, 1, 1
its utilization, 1, 1
utilization for, 1, 1
for canning, 1, 1
canning purposes, 1, 1
purposes peach, 1, 1
peach is, 1, 1
grown mainly, 1, 1
mainly in, 1, 1
in low, 1, 1
low and, 1, 1
and mid, 1, 1
mid hilly, 1, 1
areas 1000-2000, 1, 1
1000-2000 m, 1, 1
m asl, 1, 1
asl except, 1, 1
except the, 1, 1
the low, 2, 2
low chilling, 1, 1
chilling cultivars, 1, 1
cultivars belonging, 1, 1
belonging to, 1, 1
the florida, 1, 1
florida group, 1, 1
group which, 1, 1
grown very, 1, 1
very well, 1, 1
under sub-tropical, 1, 1
sub-tropical conditions, 1, 1
conditions ghosh, 1, 1
ghosh 1999, 1, 1
1999 in, 2, 2
of peaches, 1, 1
peaches is, 2, 1
is 48, 1, 1
5 hundred, 1, 1
hundred metric, 1, 1
2012 peach, 2, 1
peach fruits, 2, 1
are rich, 1, 1
rich in, 1, 1
in potassium, 1, 1
potassium phosphorous, 1, 1
phosphorous zinc, 1, 1
zinc calcium, 1, 1
calcium selenium, 1, 1
selenium and, 1, 1
and potassium, 1, 1
potassium they, 1, 1
to contain, 2, 1
contain organic, 1, 1
acids like, 1, 1
like citric, 1, 1
acid malic, 1, 1
acid tartaric, 1, 1
tartaric acid, 1, 1
acid galautoric, 1, 1
galautoric acid, 1, 1
acid chlorogenic, 1, 1
chlorogenic acid, 1, 1
acid neo-chlorogenic, 1, 1
neo-chlorogenic acid, 1, 1
acid etc, 1, 1
etc david, 1, 1
david et, 1, 1
al 1956, 1, 1
1956 colaric, 1, 1
2004 they, 1, 1
in maintaining, 1, 1
maintaining water, 1, 1
water balance, 1, 1
balance counteracting, 1, 1
counteracting the, 1, 1
the negative, 1, 1
negative effect, 1, 1
that sodium, 1, 1
sodium has, 1, 1
has in, 1, 1
the retention, 1, 1
retention of, 2, 2
of water, 2, 1
water lim, 1, 1
lim 2012, 2, 1
contain vitamin, 1, 1
vitamin a, 1, 1
a vitamin, 1, 1
c iron, 1, 1
iron and, 2, 2
and proteins, 1, 1
proteins gangwar, 1, 1
gangwar et, 1, 1
2008 vitamin, 1, 1
c present, 1, 1
in peaches, 1, 1
is considered, 2, 2
considered as, 1, 1
as powerful, 2, 2
powerful antioxidant, 1, 1
antioxidant and, 1, 1
and anti-inflammatory, 1, 1
anti-inflammatory agent, 1, 1
agent ghasemi, 1, 1
ghasemi et, 1, 1
2011 fruit, 1, 1
fruit of, 1, 1
of peach, 1, 1
peach contains, 1, 1
contains high, 1, 1
high percentage, 1, 1
excellent laxative, 1, 1
laxative it, 1, 1
be helpful, 1, 1
in eliminating, 1, 1
eliminating toxins, 1, 1
toxins usually, 1, 1
usually included, 1, 1
the weight-loss, 1, 1
weight-loss programs, 1, 1
programs cooked, 1, 1
cooked and, 1, 1
and purred, 1, 1
purred peach, 1, 1
fruits have, 2, 2
found extremely, 1, 1
extremely helpful, 1, 1
in stomach, 1, 1
stomach ulcers, 1, 1
ulcers bowel, 1, 1
bowel inflammations, 1, 1
inflammations and, 1, 1
and colitis, 1, 1
colitis peaches, 1, 1
peaches are, 1, 1
stimulate digestion, 1, 1
digestion regulates, 1, 1
regulates bowel, 1, 1
bowel and, 1, 1
and alkalinizes, 1, 1
alkalinizes blood, 1, 1
blood stream, 1, 1
stream lim, 1, 1
2012 several, 1, 1
several pathogens, 1, 1
pathogens are, 1, 1
the nutritive, 1, 1
nutritive and, 1, 1
and medicinal, 1, 1
medicinal value, 1, 1
value of, 2, 2
fruits thereby, 1, 1
thereby cause, 1, 1
cause huge, 2, 1
huge losses, 3, 1
losses to, 3, 1
the growers, 2, 1
growers and, 1, 1
and farmers, 1, 1
farmers large, 1, 1
large number, 1, 1
of pathogenic, 1, 1
pathogenic fungi, 2, 1
fungi and, 1, 1
and bacteria, 1, 1
bacteria attack, 1, 1
attack these, 1, 1
these fruits, 6, 2
in storage, 4, 1
storage as, 1, 1
as under, 1, 1
under field, 1, 1
field conditions, 2, 2
and cause, 3, 2
cause number, 1, 1
of diseases, 1, 1
diseases especially, 1, 1
especially fruit, 1, 1
fruit rot, 1, 1
rot diseases, 2, 1
diseases wani, 1, 1
wani and, 1, 1
and shah, 1, 1
shah 1998, 1, 1
1998 snowdon, 1, 1
snowdon 1992, 1, 1
1992 fungi, 1, 1
fungi are, 1, 1
most prevalent, 1, 1
prevalent pathogens, 1, 1
pathogens which, 2, 1
which infects, 1, 1
infects wide, 1, 1
of host, 1, 1
host plants, 1, 1
to most, 3, 3
the fresh, 1, 1
vegetables during, 1, 1
during storage, 1, 1
storage sale, 1, 1
sale and, 2, 2
and transportation, 1, 1
transportation pierson, 1, 1
pierson et, 1, 1
al 1971, 1, 1
1971 sommer, 1, 1
sommer 1985, 1, 1
1985 snowdon, 1, 1
snowdon 1991, 1, 1
1991 barkai-golan, 1, 1
2001 janisiewicz, 1, 1
janisiewicz and, 2, 1
and korsten, 2, 1
korsten 2002, 2, 1
2002 fruits, 1, 1
fruits due, 1, 1
low ph, 1, 1
ph higher, 1, 1
higher moisture, 1, 1
moisture content, 1, 1
content and, 2, 2
and nutrient, 1, 1
nutrient composition, 1, 1
composition are, 1, 1
very susceptible, 1, 1
susceptible to, 1, 1
attack by, 1, 1
by pathogenic, 1, 1
fungi which, 1, 1
which cause, 1, 1
cause decaying, 1, 1
decaying or, 2, 1
or rotting, 2, 1
rotting of, 3, 1
them unfit, 1, 1
unfit for, 1, 1
for consumption, 2, 2
consumption by, 1, 1
by producing, 1, 1
producing mycotoxins, 1, 1
mycotoxins phillips, 1, 1
phillips 1984, 1, 1
1984 moss, 1, 1
moss 2002, 1, 1
2002 postharvest, 1, 1
postharvest losses, 1, 1
to fruits, 1, 1
in developing, 1, 1
developing countries, 1, 1
countries has, 1, 1
been estimated, 1, 1
the range, 1, 1
of 5-50, 1, 1
5-50 percent, 1, 1
percent or, 1, 1
more salunkhe, 1, 1
salunkhe and, 1, 1
and desai, 1, 1
desai 1984, 1, 1
1984 dwivedi, 1, 1
dwivedi et, 1, 1
al 1984, 1, 1
1984 in, 1, 1
india postharvest, 1, 1
postharvest diseases, 1, 1
diseases of, 2, 1
fruits due, 1, 1
to fungi, 1, 1
fungi are, 1, 1
for about, 1, 1
about 30, 1, 1
30 percent, 1, 1
percent losses, 1, 1
losses during, 1, 1
during harvest, 1, 1
harvest and, 1, 1
consumption parpia, 1, 1
parpia 1976, 1, 1
1976 bashar, 1, 1
bashar et, 1, 1
2012 these, 1, 1
these diseases, 1, 1
diseases spread, 1, 1
spread mostly, 1, 1
mostly by, 1, 1
by microscopic, 1, 1
microscopic spores, 1, 1
spores which, 1, 1
are distributed, 1, 1
distributed in, 1, 1
air and, 1, 1
fruits become, 1, 1
become infected, 1, 1
infected through, 1, 1
through injuries, 1, 1
injuries caused, 1, 1
by careless, 1, 1
careless handling, 1, 1
handling by, 1, 1
by insects, 3, 2
insects or, 1, 1
other agencies, 1, 1
agencies fruit, 1, 1
fruit rot, 1, 1
rot is, 1, 1
common destructive, 1, 1
destructive and, 1, 1
and wide, 1, 1
wide spread, 1, 1
spread disease, 1, 1
disease of, 1, 1
all fruits, 1, 1
vegetables rot, 1, 1
rot is, 2, 1
as “to, 2, 1
“to become, 1, 1
become damaged, 1, 1
damaged weakened, 1, 1
weakened or, 1, 1
or useless, 1, 1
useless because, 1, 1
of decay”, 1, 1
decay” or, 1, 1
or “to, 1, 1
“to undergo, 2, 1
undergo decomposition, 2, 1
decomposition especially, 1, 1
especially organic, 1, 1
organic decomposition”, 1, 1
decomposition” and, 1, 1
and according, 1, 1
to merriam, 1, 1
merriam webster’s, 1, 1
webster’s dictionary, 1, 1
dictionary it, 1, 1
decomposition by, 1, 1
of bacteria, 1, 1
bacteria or, 1, 1
or fungi”, 1, 1
fungi” rot, 1, 1
most predominant, 1, 1
predominant disease, 1, 1
disease caused, 1, 1
caused to, 1, 1
fruits by, 1, 1
of fungal, 1, 1
fungal pathogens, 2, 1
pathogens mostly, 1, 1
mostly in, 1, 1
storage janisiewicz, 1, 1
2002 several, 1, 1
several species, 1, 1
species of, 1, 1
of fungi, 1, 1
fungi involved, 1, 1
in rotting, 1, 1
fruits such, 2, 1
as rhizopus, 1, 1
rhizopus sps, 1, 1
sps mucor, 1, 1
mucor sps, 1, 1
sps penicillium, 1, 1
penicillium sps, 1, 1
sps aspergillus, 1, 1
aspergillus sps, 1, 1
sps colletotrichum, 1, 1
colletotrichum sps, 1, 1
sps botrytis, 1, 1
botrytis sps, 1, 1
sps monilinia, 1, 1
monilinia sps, 1, 1
sps alternaria, 1, 1
alternaria sps, 1, 1
sps sphaeropsis, 1, 1
sphaeropsis sps, 1, 1
sps phytophthora, 1, 1
phytophthora sps, 1, 1
sps geotrichum, 1, 1
geotrichum candidum, 1, 1
candidum etc, 1, 1
etc byrde, 1, 1
byrde and, 1, 1
and willetts, 1, 1
willetts 1977, 1, 1
1977 spotts, 1, 1
spotts 1990, 1, 1
1990 mari, 1, 1
mari et, 1, 1
al 2003, 2, 2
2003 gadgile, 1, 1
gadgile et, 1, 1
the kashmir, 1, 1
kashmir valley, 1, 1
valley is, 1, 1
known for, 3, 3
quality fruits, 1, 1
of apple, 1, 1
apple pear, 1, 1
pear peach, 1, 1
and plum, 1, 1
plum and, 1, 1
as fruit, 1, 1
fruit bowl, 1, 1
bowl of, 1, 1
india like, 1, 1
like other, 1, 1
other crops, 1, 1
crops these, 1, 1
on standing, 2, 1
standing crops, 2, 1
crops also, 1, 1
also suffer, 1, 1
suffer huge, 1, 1
losses due, 1, 1
to fungal, 1, 1
which reduce, 1, 1
reduce their, 1, 1
their yield, 1, 1
yield and, 2, 2
and degrade, 1, 1
degrade their, 1, 1
quality as, 1, 1
well resulting, 1, 1
in great, 1, 1
great economic, 2, 2
economic loss, 1, 1
loss to, 1, 1
growers little, 1, 1
little work, 1, 1
work has, 1, 1
been carried, 1, 1
out towards, 1, 1
the menace, 1, 1
menace caused, 1, 1
by fungal, 1, 1
fungal rot, 4, 1
rot of, 3, 1
valley the, 2, 1
present study, 2, 1
study was, 3, 2
was therefore, 1, 1
therefore carried, 1, 1
to study, 1, 1
study the, 3, 3
the fungal, 1, 1
and peaches, 1, 1
peaches grown, 1, 1
main aim, 1, 1
study entitled, 1, 1
entitled “pathological, 1, 1
“pathological studies, 1, 1
studies on, 1, 1
on fungal, 1, 1
pear pyrus, 1, 1
l and, 1, 1
peach prunus, 1, 1
batsch in, 1, 1
kashmir valley”, 1, 1
valley” was, 1, 1
to isolate, 1, 1
isolate culture, 1, 1
and identify, 2, 2
identify the, 3, 3
the fungi, 1, 1
fungi causing, 1, 1
causing decaying, 1, 1
of two, 4, 2
two economically, 1, 1
economically important, 1, 1
important fruits, 2, 2
as pear, 1, 1
peach in, 1, 1
crops and, 1, 1
out some, 1, 1
some management, 1, 1
management strategies, 1, 1
strategies for, 1, 1
of post-harvest, 1, 1
post-harvest fungal, 1, 1
critical, 1, 1
optimism, 1, 1
hinder, 2, 1
forget, 1, 1
intense, 2, 2
other’s, 1, 1
independent, 1, 1
detail, 2, 2
worthy, 1, 1
reasonable, 2, 2
intricate, 2, 1
you, 6, 1
heightened, 1, 1
excited, 3, 2
socks, 1, 1
zip, 1, 1
jacket, 1, 1
developing, 3, 2
steep, 1, 1
better, 1, 1
self-image, 1, 1
buttoning, 2, 1
blouse, 2, 1
herself, 1, 1
alternatively, 2, 1
tie, 2, 1
shoelace, 1, 1
parents’, 4, 2
thrilled, 1, 1
nutshell, 3, 2
patiently, 1, 1
button, 3, 1
shirts, 3, 1
patience, 1, 1
juncture, 1, 1
hindering, 1, 1
independence, 2, 1
practical, 1, 1
assist, 9, 2
scared, 1, 1
regardless, 1, 1
mind, 1, 1
milestones, 1, 1
keenness, 1, 1
whatever, 2, 2
cleaning, 2, 1
tables, 1, 1
chore, 1, 1
ready, 8, 4
busier, 1, 1
parents, 2, 1
lessons, 1, 1
skills, 1, 1
proactive, 1, 1
training, 1, 1
tying, 1, 1
shoelaces, 2, 1
shirt, 2, 1
cleaning, 1, 1
table, 1, 1
laundry, 1, 1
homework, 1, 1
pose, 1, 1
humungous, 1, 1
mist, 1, 1
acquiring, 1, 1
toddlers, 1, 1
“adult-type”, 1, 1
congenial, 1, 1
atmosphere, 1, 1
easy, 1, 1
climb, 1, 1
chairs, 1, 1
chair, 1, 1
independently, 1, 1
easily, 1, 1
climbable, 1, 1
stools, 1, 1
wash, 2, 1
reachable, 1, 1
tub, 1, 1
deposit, 1, 1
refuse, 1, 1
wastage, 1, 1
snack, 13, 3
dinner, 1, 1
towels, 1, 1
sponges, 1, 1
clean, 1, 1
providing, 1, 1
ample, 2, 2
provide, 1, 1
enabled, 2, 2
cajole, 1, 1
initiatives, 1, 1
straightforward, 2, 2
encourage, 3, 2
excellence, 1, 1
ensure, 1, 1
preferences, 1, 1
example, 1, 1
let, 3, 1
ask, 1, 1
“do, 1, 1
orange, 1, 1
cup, 2, 1
piano, 1, 1
drawer, 1, 1
grey, 1, 1
cupboard, 1, 1
pick, 1, 1
like”, 1, 1
assess, 4, 2
merit, 1, 1
answers, 7, 3
becoming, 1, 1
respect, 1, 1
never, 1, 1
pressurize, 1, 1
make, 2, 1
integrate, 2, 2
ambit, 1, 1
use, 3, 2
involve, 1, 1
wonderful, 1, 1
explain, 1, 1
mastering, 2, 1
tell, 2, 1
attempts, 3, 2
muscle-eye-bone, 1, 1
coordination, 2, 2
be, 2, 1
affirmative, 1, 1
reinforce, 2, 1
assertions, 1, 1
always, 1, 1
note, 1, 1
“why”, 1, 1
“what, 1, 1
if”, 1, 1
component, 1, 1
buttoning, 1, 1
continuous, 2, 2
repetitions, 1, 1
teach, 1, 1
experiment, 2, 2
till, 1, 1
please, 1, 1
remember, 1, 1
critical independent, 1, 1
independent thinking, 6, 1
thinking skills, 13, 1
skills are, 2, 1
for your, 5, 2
your children, 36, 1
children these, 1, 1
these important, 1, 1
important skills, 2, 1
skills can, 3, 1
can enhance, 1, 1
enhance self-esteem, 1, 1
promote an, 1, 1
an ability, 1, 1
meet any, 1, 1
any challenging, 1, 1
challenging situation, 1, 1
situation with, 1, 1
with ease, 1, 1
ease and, 1, 1
and optimism, 1, 1
optimism however, 1, 1
as parents, 1, 1
parents we, 1, 1
can hinder, 1, 1
hinder our, 1, 1
our children’s, 1, 1
children’s ability, 2, 1
develop independence, 2, 1
independence thinking, 7, 1
skills by, 1, 1
by helping, 1, 1
helping or, 1, 1
or doing, 1, 1
doing more, 1, 1
they actually, 1, 1
actually need, 1, 1
need sometimes, 1, 1
sometimes we, 1, 1
we may, 2, 2
even never, 1, 1
never realize, 1, 1
realize that, 5, 3
actually doing, 1, 1
doing all, 1, 1
work for, 1, 1
them in, 1, 1
in life, 1, 1
life parents, 1, 1
parents just, 1, 1
just love, 1, 1
love their, 1, 1
every possible, 1, 1
possible way, 1, 1
way however, 1, 1
however parents, 1, 1
parents may, 2, 1
also forget, 1, 1
forget that, 1, 1
going all, 1, 1
help their, 1, 1
may actually, 1, 1
actually hinder, 1, 1
hinder their, 1, 1
skills one, 1, 1
one of, 3, 3
primary goals, 1, 1
goals of, 1, 1
parents is, 1, 1
children develop, 2, 1
develop the, 2, 1
the intense, 1, 1
intense desire, 1, 1
think on, 1, 1
own without, 2, 1
without other’s, 1, 1
other’s help, 1, 1
help independent, 1, 1
independent thinking, 1, 1
thinking is, 1, 1
desire or, 1, 1
or wish, 1, 1
wish of, 1, 1
convince him, 1, 1
him or, 1, 1
the information, 3, 2
information and, 6, 3
and detail, 1, 1
detail being, 1, 1
being presented, 1, 1
presented is, 1, 1
true worthy, 1, 1
worthy or, 1, 1
or reasonable, 1, 1
reasonable why, 1, 1
why attitude, 1, 1
attitude of, 3, 2
of independence, 1, 1
independence is, 2, 1
children a, 1, 1
child who, 2, 1
who develops, 1, 1
develops independence, 1, 1
independence skills, 6, 1
skills will, 5, 1
always feel, 1, 1
more confident, 1, 1
confident about, 1, 1
themselves and, 2, 2
their ability, 3, 2
solve intricate, 2, 1
intricate life, 1, 1
life problems, 1, 1
problems especially, 1, 1
not there, 1, 1
there you, 1, 1
you children, 1, 1
children will, 5, 2
feel on, 1, 1
world when, 1, 1
and without, 2, 1
without your, 2, 1
your help, 2, 1
help they, 1, 1
they will, 1, 1
show a, 1, 1
a heightened, 1, 1
heightened enthusiasm, 1, 1
work more, 1, 1
more to, 1, 1
achieve minor, 1, 1
minor goals, 1, 1
goals and, 1, 1
objectives just, 1, 1
just think, 1, 1
think how, 1, 1
how your, 1, 1
be excited, 1, 1
excited when, 1, 1
they learn, 1, 1
wear their, 1, 1
their socks, 1, 1
socks or, 1, 1
or zip, 1, 1
zip up, 1, 1
the jacket, 1, 1
jacket for, 1, 1
first time, 1, 1
time without, 1, 1
without any, 1, 1
any help, 1, 1
help from, 2, 1
from you, 1, 1
you just, 1, 1
just by, 1, 1
by doing, 1, 1
doing these, 1, 1
these simple, 2, 1
simple things, 1, 1
things they, 1, 1
feel so, 1, 1
so proud, 1, 1
proud of, 1, 1
things on, 4, 1
own developing, 1, 1
developing independence, 1, 1
of benefits, 1, 1
children such, 1, 1
as a, 1, 1
a steep, 1, 1
steep rise, 1, 1
in confidence, 1, 1
confidence level, 1, 1
level and, 1, 1
and self-esteem, 2, 1
self-esteem an, 1, 1
an ability, 2, 1
solve problems, 1, 1
problems those, 1, 1
those occur, 1, 1
in daily, 1, 1
life developing, 1, 1
developing compassion, 1, 1
compassion and, 1, 1
and love, 1, 1
others an, 1, 1
help others, 1, 1
in problems, 1, 1
problems better, 1, 1
better self-image, 1, 1
self-image and, 1, 1
enthusiasm when, 1, 1
when children, 1, 1
children feel, 1, 1
own they, 1, 1
also naturally, 1, 1
naturally want, 1, 1
learn and, 4, 2
and master, 3, 1
master new, 1, 1
new skills, 2, 1
skills or, 1, 1
or solve, 1, 1
intricate problems, 1, 1
problems for, 1, 1
has repeatedly, 2, 1
repeatedly worked, 1, 1
on buttoning, 1, 1
buttoning her, 1, 1
her blouse, 1, 1
blouse and, 1, 1
who finally, 2, 1
finally does, 2, 1
does it, 2, 1
it without, 2, 1
without her, 1, 1
her parent’s, 1, 1
parent’s help, 1, 1
help will, 2, 1
will naturally, 1, 1
naturally demand, 1, 1
demand to, 1, 1
try wear, 1, 1
wear that, 1, 1
that blouse, 1, 1
blouse all, 1, 1
all by, 1, 1
by herself, 1, 1
herself without, 1, 1
without help, 1, 1
from anyone, 1, 1
anyone alternatively, 1, 1
alternatively a, 1, 1
repeatedly tried, 1, 1
tried to, 3, 3
to tie, 1, 1
tie his, 1, 1
his shoelace, 1, 1
shoelace and, 1, 1
without his, 1, 1
his parents’, 1, 1
parents’ help, 2, 1
will start, 3, 2
start trying, 1, 1
to slip, 1, 1
slip the, 1, 1
the shoes, 1, 1
shoes himself, 1, 1
himself you, 1, 1
you feel, 1, 1
feel normally, 1, 1
normally excited, 1, 1
excited and, 1, 1
and thrilled, 1, 1
thrilled if, 1, 1
if your, 1, 1
children are, 3, 2
are learning, 1, 1
learning all, 1, 1
all things, 1, 1
things with, 1, 1
own initiative, 1, 1
initiative this, 1, 1
what most, 1, 1
most parents, 1, 1
parents expect, 1, 1
expect from, 1, 1
from their, 3, 3
children too, 1, 1
too obviously, 1, 1
obviously parents, 1, 1
parents also, 1, 1
also want, 1, 1
learn new, 1, 1
things skills, 1, 1
and abilities, 1, 1
abilities on, 1, 1
adulthood however, 1, 1
these events, 1, 1
events may, 1, 1
may happen, 1, 1
happen only, 1, 1
only when, 1, 1
when parents, 1, 1
parents provide, 1, 1
provide their, 1, 1
children an, 1, 1
own in, 1, 1
in nutshell, 1, 1
nutshell you, 1, 1
you may, 5, 1
may need, 4, 1
encourage independence, 1, 1
independence in, 1, 1
by watching, 1, 1
watching patiently, 1, 1
patiently when, 1, 1
when your, 1, 1
your small, 1, 1
small children, 1, 1
children try, 2, 1
to button, 2, 1
button their, 2, 1
their shirts, 3, 1
shirts on, 1, 1
own even, 1, 1
take many, 1, 1
many minutes, 1, 1
minutes if, 1, 1
lose your, 1, 1
your patience, 1, 1
patience at, 1, 1
this critical, 1, 1
critical juncture, 1, 1
juncture you, 1, 1
will probably, 1, 1
probably hindering, 1, 1
hindering or, 1, 1
or preventing, 1, 1
preventing your, 1, 1
from learning, 1, 1
learning important, 1, 1
important independence, 1, 1
skills if, 1, 1
you observe, 1, 1
observe that, 1, 1
that your, 5, 1
failing in, 1, 1
their act, 1, 1
act of, 1, 1
of learning, 2, 2
learning new, 1, 1
skills you, 2, 1
encourage them, 1, 1
try again, 1, 1
again instead, 1, 1
of helping, 1, 1
helping your, 1, 1
with your, 3, 1
own efforts, 2, 1
efforts independence, 1, 1
independence skills, 1, 1
are practical, 1, 1
practical life, 1, 1
life skills, 1, 1
skills these, 1, 1
these skills, 1, 1
easily assist, 1, 1
assist your, 1, 1
develop confidence, 1, 1
confidence feel, 1, 1
feel less, 1, 1
less scared, 1, 1
scared or, 1, 1
or nervous, 1, 1
nervous and, 1, 1
and eventually, 1, 1
face any, 1, 1
any situations, 1, 1
be encountered, 1, 1
encountered at, 1, 1
and public, 1, 1
places regardless, 1, 1
regardless of, 1, 1
what children, 1, 1
may demand, 1, 1
demand or, 1, 1
or they, 1, 1
feel need, 1, 1
need parents, 1, 1
in acquiring, 1, 1
acquiring critical, 1, 1
critical independence, 1, 1
responsibilities mind, 1, 1
mind you, 1, 1
you it, 1, 1
a lifelong, 1, 1
lifelong commitment, 1, 1
commitment that, 1, 1
achieve and, 1, 1
and satisfy, 1, 1
satisfy not, 1, 1
not all, 2, 2
may succeed, 1, 1
in learning, 3, 1
learning these, 1, 1
these skills, 2, 1
skills there, 1, 1
there could, 1, 1
be many, 1, 1
reasons for, 2, 2
this perceived, 1, 1
perceived failure, 1, 1
failure development, 1, 1
development milestones, 1, 1
milestones are, 1, 1
same among, 1, 1
children some, 1, 1
some of, 4, 3
may show, 1, 1
show keenness, 1, 1
keenness to, 1, 1
learn independence, 1, 1
skills while, 1, 1
while others, 1, 1
others may, 1, 1
may take, 1, 1
some more, 2, 2
more time, 1, 1
learn them, 1, 1
them whatever, 1, 1
whatever the, 1, 1
case parents, 1, 1
parents will, 1, 1
will need, 2, 2
give enough, 1, 1
enough opportunities, 1, 1
learn these, 1, 1
skills at, 2, 1
at an, 3, 2
age cleaning, 1, 1
cleaning up, 1, 1
up rooms, 1, 1
rooms tables, 1, 1
tables helping, 1, 1
helping parents’, 1, 1
parents’ finish, 1, 1
finish house, 1, 1
house chore, 1, 1
chore and, 1, 1
getting ready, 1, 1
ready for, 3, 3
the school, 1, 1
skills that, 3, 2
learn today, 1, 1
today families, 1, 1
families around, 1, 1
world are, 1, 1
are busier, 1, 1
busier than, 1, 1
than ever, 1, 1
ever parents, 1, 1
parents also, 1, 1
also feel, 1, 1
feel bad, 1, 1
bad about, 1, 1
about not, 1, 1
not giving, 1, 1
giving enough, 1, 1
enough time, 1, 1
children when, 2, 1
when parents, 1, 1
parents use, 1, 1
use the, 2, 2
available time, 1, 1
time by, 1, 1
by working, 1, 1
children they, 1, 1
easily teach, 1, 1
teach very, 1, 1
important lessons, 1, 1
lessons about, 1, 1
about independence, 1, 1
independence and, 1, 1
and responsibility, 1, 1
responsibility teaching, 1, 1
teaching your, 1, 1
your children, 1, 1
children independence, 1, 1
independence skills, 1, 1
skills –, 1, 1
– how, 1, 1
how parents, 1, 1
parents can, 1, 1
be proactive, 1, 1
proactive in, 1, 1
in training, 1, 1
training their, 1, 1
children tying, 1, 1
tying shoelaces, 1, 1
shoelaces buttoning, 1, 1
buttoning the, 1, 1
the shirt, 1, 1
shirt cleaning, 1, 1
cleaning the, 1, 1
study table, 1, 1
table doing, 1, 1
doing laundry, 1, 1
laundry and, 1, 1
and doing, 1, 1
doing homework, 1, 1
homework on, 1, 1
on own, 4, 1
without parents’, 1, 1
help –, 1, 1
– these, 1, 1
common yet, 1, 1
yet important, 1, 1
important responsibilities, 1, 1
responsibilities for, 1, 1
child these, 1, 1
