word, tf, idf
the blazing, 1, 1
blazing sunshine, 1, 1
sunshine came, 1, 1
came streaming, 1, 1
streaming from, 1, 1
outside as, 1, 1
as intermittent, 1, 1
intermittent breeze, 1, 1
breeze gently, 1, 1
gently kissed, 1, 1
kissed my, 1, 1
my cheek, 1, 1
cheek dad, 1, 1
told a, 1, 1
a plethora, 1, 1
plethora of, 1, 1
of jokes, 1, 1
jokes all, 1, 1
which made, 1, 1
made mom, 1, 1
and me, 1, 1
me giggling, 1, 1
giggling from, 1, 1
from time, 1, 1
to time, 1, 1
time everything, 1, 1
everything was, 1, 1
was pleasant, 1, 1
pleasant and, 1, 1
beautiful however, 1, 1
however god, 1, 1
god played, 1, 1
played a, 1, 1
a tremendous, 1, 1
tremendous prank, 1, 1
prank on, 1, 1
on us, 1, 1
us as, 1, 1
when our, 2, 2
our car, 1, 1
car travelled, 1, 1
travelled onto, 1, 1
highway it, 1, 1
utterly strapped, 1, 1
strapped by, 1, 1
a host, 1, 1
host of, 1, 1
of vehicles, 1, 1
vehicles at, 1, 1
first we, 1, 1
could kill, 1, 1
kill the, 1, 1
by chatting, 1, 1
chatting nonetheless, 1, 1
nonetheless after, 1, 1
the sentiment, 1, 1
sentiment was, 1, 1
was severely, 1, 1
severely sabotaged, 1, 1
sabotaged we, 1, 1
all went, 1, 1
went impatient, 1, 1
impatient i, 1, 1
i kept, 3, 3
kept murmuring, 1, 1
murmuring and, 1, 1
and moaning, 1, 1
moaning on, 1, 1
situation mom, 1, 1
dad struck, 1, 1
struck up, 1, 1
a conversation, 1, 1
conversation about, 1, 1
the inefficiency, 1, 1
inefficiency and, 1, 1
and drawback, 1, 1
drawback of, 1, 1
the transportation, 1, 1
transportation system, 1, 1
system beads, 1, 1
beads of, 1, 1
of sweat, 1, 1
sweat covered, 1, 1
covered everyone’s, 1, 1
everyone’s forehead, 1, 1
forehead i, 1, 1
even thought, 1, 1
getting heatstroke, 1, 1
heatstroke but, 1, 1
worst did, 1, 1
not reveal, 1, 1
reveal itself, 1, 1
itself until, 1, 1
until we, 1, 1
we arrived, 1, 1
park getting, 1, 1
getting out, 1, 1
car what, 1, 1
what came, 1, 1
came into, 1, 1
my view, 1, 1
view was, 1, 1
the entrance, 3, 2
entrance of, 1, 1
park being, 1, 1
being packed, 1, 1
packed to, 1, 1
the brim, 1, 1
brim with, 1, 1
with hundreds, 1, 1
tourists wallowing, 1, 1
wallowing in, 1, 1
in frustration, 1, 1
frustration i, 1, 1
to regret, 1, 1
regret embarking, 1, 1
embarking on, 1, 1
the trip, 4, 2
trip it, 1, 1
it almost, 1, 1
almost took, 1, 1
took us, 1, 1
hour to, 1, 1
to bought, 1, 1
bought the, 2, 2
ticket as, 1, 1
as set, 1, 1
set foot, 1, 1
foot in, 1, 1
the sought-after, 1, 1
sought-after amusement, 1, 1
park much, 1, 1
my astonishment, 2, 2
astonishment when, 1, 1
walked through, 1, 1
entrance all, 1, 1
staff clapped, 1, 1
clapped their, 1, 1
their hands, 1, 1
and cheered, 1, 1
cheered unable, 1, 1
unable to, 1, 1
realize what, 1, 1
had transpired, 1, 1
transpired an, 1, 1
an enormous, 1, 1
enormous gift, 1, 1
gift was, 1, 1
was sent, 1, 1
my hands, 2, 2
hands “congratulations, 1, 1
“congratulations ”, 1, 1
staff we, 1, 1
we were, 1, 1
were later, 1, 1
later informed, 1, 1
informed of, 1, 1
the 2000, 1, 1
2000 th, 1, 1
th guest, 1, 1
guest at, 1, 1
day with, 1, 1
with joy, 1, 1
joy running, 1, 1
running through, 1, 1
my veins, 1, 1
veins i, 1, 1
i clench, 1, 1
clench my, 1, 1
my fists, 1, 1
fists punching, 1, 1
punching the, 1, 1
the air, 1, 1
air in, 1, 1
in delight, 1, 1
delight and, 1, 1
and hugged, 1, 1
hugged my, 1, 1
parents as, 1, 1
we won, 1, 1
won the, 1, 1
the prize, 1, 1
prize it, 1, 1
was free, 1, 1
free for, 1, 1
park at, 1, 1
at any, 1, 1
traffic, 1, 1
issues, 5, 2
kilometers, 1, 1
fourty, 1, 1
designated, 1, 1
solution, 5, 3
trait, 2, 2
protocols, 1, 1
mass, 1, 1
transit, 5, 1
subsidized, 1, 1
incentive, 1, 1
carpool, 1, 1
subway, 1, 1
rails, 1, 1
monorails, 1, 1
inorder, 1, 1
roads, 2, 1
definatly, 1, 1
biast, 1, 1
certain, 1, 1
london, 4, 1
england, 1, 1
incentives, 1, 1
max, 1, 1
necesarilly, 1, 1
tube, 1, 1
subway, 1, 1
nearest, 1, 1
residence, 1, 1
adapt, 2, 2
countries, 2, 2
tokyo, 1, 1
enforces, 1, 1
poorly, 1, 1
exectued, 1, 1
underground, 1, 1
stations, 2, 1
underground, 1, 1
yes, 1, 1
crowding, 2, 1
transits, 1, 1
routes, 1, 1
provoked, 1, 1
yield, 1, 1
route, 1, 1
transfering, 1, 1
fewer, 1, 1
traffic issues, 1, 1
issues are, 2, 1
certainly a, 1, 1
huge problem, 1, 1
problem in, 1, 1
our current, 1, 1
current world, 1, 1
a distance, 1, 1
distance of, 1, 1
of ten, 1, 1
ten kilometers, 1, 1
kilometers would, 1, 1
would usually, 1, 1
usually take, 1, 1
take about, 2, 1
about ten, 2, 2
ten minutes, 2, 2
minutes to, 2, 1
to cross, 3, 2
cross twenty, 1, 1
ago however, 1, 1
however nowadays, 1, 1
nowadays that, 1, 1
that same, 1, 1
distance would, 1, 1
would take, 1, 1
about fourty, 1, 1
fourty minutes, 1, 1
cross people, 1, 1
people are, 1, 1
are beginning, 1, 1
beginning to, 1, 1
to wonder, 1, 1
person walked, 1, 1
walked a, 1, 1
certain distance, 1, 1
distance or, 1, 1
or drove, 1, 1
drove in, 1, 1
car does, 1, 1
the walking, 1, 1
walking individual, 1, 1
individual reach, 1, 1
the designated, 1, 1
designated point, 1, 1
point faster, 1, 1
faster such, 1, 1
such issues, 1, 1
are becoming, 1, 1
a serious, 1, 1
serious concern, 1, 1
concern to, 1, 1
our world, 2, 1
world yet, 1, 1
yet every, 1, 1
every problem, 1, 1
problem must, 1, 1
a solution, 2, 1
solution and, 1, 1
and earth, 1, 1
earth has, 1, 1
a trait, 1, 1
trait that, 1, 1
a human, 1, 1
human creates, 1, 1
creates a, 1, 1
problem eventually, 1, 1
eventually he, 1, 1
solution yet, 1, 1
yet that, 1, 1
that solution, 1, 1
solution would, 1, 1
cause another, 1, 1
another problem, 2, 2
problem i, 1, 1
personally agree, 1, 1
statement since, 1, 1
since already, 1, 1
already certain, 1, 1
certain protocols, 1, 1
protocols are, 1, 1
done in, 2, 2
problem mass, 1, 1
mass transit, 1, 1
transit has, 1, 1
has be, 1, 1
be extremely, 1, 1
extremely subsidized, 1, 1
subsidized and, 1, 1
and an, 1, 1
an incentive, 1, 1
incentive to, 1, 1
to carpool, 1, 1
carpool is, 1, 1
stressed upon, 1, 1
upon subway, 1, 1
subway rails, 1, 1
rails trains, 1, 1
trains and, 1, 1
and monorails, 1, 1
monorails are, 1, 1
being created, 1, 1
created inorder, 1, 1
inorder to, 1, 1
draw away, 1, 1
away all, 1, 1
individuals found, 1, 1
found on, 1, 1
the roads, 2, 1
roads in, 1, 1
in twenty, 1, 1
years their, 1, 1
their will, 2, 1
be definatly, 1, 1
definatly fewer, 1, 1
today since, 1, 1
since individuals, 1, 1
individuals would, 2, 1
longer depend, 1, 1
a biast, 1, 1
biast form, 1, 1
of transport, 2, 1
transport certain, 1, 1
certain cities, 1, 1
cities in, 1, 1
world today, 1, 1
today can, 1, 1
can prove, 1, 1
how mass, 1, 1
mass transit, 3, 1
transit is, 2, 1
an effective, 1, 1
reducing the, 1, 1
cars london, 1, 1
london england, 1, 1
england is, 1, 1
a perfect, 1, 1
perfect example, 1, 1
used as, 1, 1
a city, 1, 1
city who, 1, 1
who uses, 1, 1
uses all, 1, 1
all its, 1, 1
its transportation, 1, 1
transportation methods, 1, 1
methods and, 1, 1
and incentives, 1, 1
incentives to, 1, 1
the max, 1, 1
max a, 1, 1
a person, 1, 1
in london, 1, 1
london does, 1, 1
not necesarilly, 1, 1
necesarilly need, 1, 1
be stuck, 2, 2
in rush, 1, 1
hour when, 1, 1
is tired, 1, 1
tired from, 1, 1
just wants, 1, 1
home such, 1, 1
such an, 1, 1
an individual, 1, 1
individual can, 1, 1
just enter, 1, 1
the tube, 1, 1
tube station, 1, 1
station and, 1, 1
and ride, 1, 1
ride the, 1, 1
the subway, 1, 1
subway to, 1, 1
the nearest, 1, 1
nearest station, 1, 1
station to, 1, 1
his residence, 1, 1
residence this, 1, 1
this type, 1, 1
transportation when, 1, 1
when people, 1, 1
people began, 1, 1
to adapt, 2, 2
adapt to, 2, 2
it greatly, 1, 1
greatly affected, 1, 1
roads of, 1, 1
of london, 2, 1
london as, 1, 1
as year, 1, 1
year by, 1, 1
by year, 1, 1
year the, 1, 1
streets began, 1, 1
to clear, 1, 1
clear up, 1, 1
up countries, 1, 1
countries would, 1, 1
probably follow, 1, 1
london in, 1, 1
the near, 2, 2
near future, 2, 2
future tokyo, 1, 1
tokyo japan, 1, 1
japan is, 1, 1
another example, 1, 1
country that, 1, 1
that enforces, 1, 1
enforces mass, 1, 1
transit however, 1, 1
however poorly, 1, 1
poorly exectued, 1, 1
exectued underground, 1, 1
underground stations, 1, 1
stations are, 1, 1
are present, 1, 1
present within, 1, 1
city yet, 1, 1
yet the, 1, 1
the transit, 1, 1
transit system, 1, 1
system does, 1, 1
not support, 1, 1
support such, 1, 1
a mass, 1, 1
mass amount, 1, 1
of individuals, 3, 1
individuals such, 1, 1
such a, 1, 1
a situation, 1, 1
situation might, 1, 1
might solve, 1, 1
of fewer, 1, 1
cars on, 1, 1
road but, 1, 1
it causes, 1, 1
causes the, 2, 2
people crowded, 1, 1
crowded at, 1, 1
at underground, 1, 1
underground stations, 1, 1
stations the, 1, 1
the examples, 1, 1
examples presented, 1, 1
presented support, 1, 1
the theory, 1, 1
theory behind, 1, 1
this argument, 1, 1
argument which, 1, 1
is yes, 1, 1
yes their, 1, 1
years than, 1, 1
than their, 1, 1
their is, 1, 1
is today, 1, 1
today however, 1, 1
however that, 2, 2
that does, 1, 1
not solve, 1, 1
the main, 2, 1
main problem, 2, 1
problem cars, 1, 1
cars on, 1, 1
own do, 2, 2
not cause, 1, 1
a crowding, 1, 1
crowding effect, 2, 1
effect people, 1, 1
people driving, 1, 1
driving the, 1, 1
cars cause, 1, 1
cause the, 1, 1
the crowding, 1, 1
effect when, 1, 1
when mass, 1, 1
mass transits, 1, 1
transits are, 1, 1
used efficiently, 1, 1
efficiently than, 1, 1
than that, 2, 1
individuals will, 1, 1
be evenly, 1, 1
evenly distributed, 1, 1
among different, 1, 1
different routes, 1, 1
routes of, 1, 1
transport yet, 1, 1
yet if, 1, 1
if mass, 1, 1
is provoked, 1, 1
provoked than, 1, 1
that mass, 1, 1
mass of, 1, 1
would just, 1, 1
just yield, 1, 1
yield to, 1, 1
another route, 1, 1
route transfering, 1, 1
transfering the, 1, 1
same problem, 1, 1
problem from, 1, 1
from point, 1, 1
a to, 1, 1
to point, 1, 1
point b, 1, 1
b fewer, 1, 1
fewer cars, 1, 1
be present, 1, 1
present in, 1, 1
years but, 1, 1
but its, 2, 2
its up, 1, 1
individual country, 1, 1
to distribute, 1, 1
distribute the, 1, 1
arguable, 1, 1
differed, 1, 1
opens, 1, 1
tries, 1, 1
operate, 1, 1
systems, 1, 1
produce, 2, 1
stuffs, 1, 1
risky, 6, 1
lucidly, 1, 1
manifasted, 1, 1
mc, 6, 1
donalds, 2, 1
le, 3, 1
papillon, 3, 1
donald, 4, 1
kropper, 3, 1
restaurant, 4, 2
hamburgers, 1, 1
eating, 1, 1
usage, 1, 1
drive-thru, 1, 1
worldly, 1, 1
rejected, 1, 1
insight, 1, 1
bernard, 1, 1
werber, 1, 1
loculently, 1, 1
clarifies, 1, 1
protagonists, 1, 1
sick, 1, 1
corrupted, 1, 1
selfishnes, 1, 1
protagonists, 3, 1
scientist, 1, 1
escaping, 1, 1
fund, 1, 1
protagonist, 1, 1
businessman, 3, 1
funds, 2, 1
any, 2, 2
budget, 1, 1
spiked, 1, 1
spaceship, 2, 2
currently, 1, 1
quests, 1, 1
important, 1, 1
appealed, 1, 1
not arguable, 1, 1
arguable that, 1, 1
successful one, 1, 1
one must, 1, 1
must seek, 1, 1
for new, 1, 1
things so, 1, 1
be differed, 1, 1
differed from, 1, 1
from usual, 1, 1
usual and, 1, 1
and common, 1, 1
common people, 1, 1
one just, 1, 1
just opens, 1, 1
opens business, 1, 1
business one, 1, 1
be hardly, 1, 1
hardly successful, 1, 1
successful if, 1, 1
only tries, 1, 1
tries to, 1, 1
use system, 1, 1
already exist, 1, 1
exist in, 1, 1
world it, 1, 1
it might, 1, 1
be safe, 1, 1
safe to, 1, 1
to operate, 1, 1
operate business, 1, 1
business with, 2, 1
with common, 1, 1
common systems, 1, 1
systems and, 1, 1
to produce, 2, 1
produce famous, 1, 1
famous products, 1, 1
products for, 1, 1
for profits, 1, 1
profits and, 1, 1
money however, 1, 1
that business, 1, 1
business will, 1, 1
not grow, 1, 1
grow beyond, 1, 1
beyond the, 1, 1
the any, 1, 1
other companies, 1, 1
companies or, 1, 1
or businesses, 1, 1
businesses to, 1, 1
successful it, 2, 2
new stuffs, 1, 1
stuffs even, 1, 1
seems risky, 1, 1
risky this, 1, 1
this contention, 1, 1
contention is, 1, 1
is lucidly, 1, 1
lucidly manifasted, 1, 1
manifasted in, 1, 1
in history, 1, 1
of mc, 3, 1
mc donalds, 2, 1
donalds and, 2, 1
and book, 1, 1
book le, 3, 1
le papillon, 3, 1
papillon the, 1, 1
the owner, 1, 1
owner of, 1, 1
mc donald, 4, 1
donald mr, 1, 1
mr kropper, 1, 1
kropper once, 1, 1
once started, 1, 1
started business, 1, 1
with just, 1, 1
just restaurant, 1, 1
restaurant as, 1, 1
as usually, 1, 1
usually as, 1, 1
as any, 1, 1
other common, 1, 1
common restaurants, 1, 1
restaurants however, 1, 1
the owner, 1, 1
owner thought, 1, 1
it did, 1, 1
not bring, 1, 1
bring him, 1, 1
him lots, 1, 1
of profits, 1, 1
profits he, 1, 1
use new, 1, 1
new system, 1, 1
system of, 1, 1
of selling, 1, 1
selling his, 1, 1
his foods, 1, 1
foods to, 1, 1
to people, 1, 1
people mc, 1, 1
donald came, 1, 1
the an, 1, 1
idea about, 1, 1
about fast, 1, 1
fast food, 1, 1
food it, 1, 1
it began, 1, 1
produce hamburgers, 1, 1
hamburgers rapidly, 1, 1
rapidly to, 1, 1
the trend, 1, 1
trend of, 1, 1
time period, 1, 1
his days, 1, 1
days people, 1, 1
people were, 1, 1
were started, 1, 1
to open, 1, 1
open up, 1, 1
new business, 1, 1
business they, 1, 1
they did, 2, 2
much time, 1, 1
spend in, 1, 1
the restaurant, 1, 1
restaurant with, 3, 2
with eating, 1, 1
eating mc, 1, 1
donald made, 1, 1
made food, 1, 1
food faster, 1, 1
faster so, 1, 1
that busy, 1, 1
busy business, 1, 1
business people, 1, 1
could pick, 1, 1
the ordered, 1, 1
ordered food, 1, 1
food pay, 1, 1
pay and, 1, 1
and leave, 1, 1
leave to, 1, 1
their places, 1, 1
places it, 1, 1
was once, 1, 1
once very, 1, 1
successful kropper, 1, 1
kropper still, 1, 1
still did, 1, 1
not satisfy, 1, 1
satisfy with, 1, 1
policy as, 1, 1
the usage, 1, 1
usage of, 1, 1
cars increased, 1, 1
increased he, 1, 1
he once, 1, 1
more thought, 1, 1
of faster, 1, 1
faster way, 1, 1
pick and, 1, 1
and and, 1, 1
and move, 1, 1
move drive-thru, 1, 1
drive-thru people, 1, 1
people liked, 1, 1
liked it, 1, 1
and nowadays, 1, 1
nowadays mc, 1, 1
donald is, 1, 1
famous restaurants, 1, 1
restaurants that, 1, 1
is worldly, 1, 1
worldly known, 1, 1
known it, 1, 1
was pretty, 1, 1
pretty risky, 1, 1
risky policy, 1, 1
policy to, 1, 1
to develop, 1, 1
develop during, 1, 1
time other, 1, 1
other members, 1, 1
company rejected, 1, 1
rejected this, 1, 1
this idea, 1, 1
idea because, 1, 1
not come, 1, 1
his restaurant, 1, 1
with great, 1, 1
great pleasure, 1, 1
pleasure however, 1, 1
however kropper, 1, 1
kropper had, 1, 1
had insight, 1, 1
insight to, 1, 1
see further, 1, 1
further future, 1, 1
things he, 1, 1
was one, 1, 1
the successful, 1, 1
who tried, 1, 1
things with, 1, 1
with risks, 1, 1
risks in, 1, 1
papillon written, 1, 1
by bernard, 1, 1
bernard werber, 1, 1
werber it, 1, 1
it loculently, 1, 1
loculently clarifies, 1, 1
clarifies that, 1, 1
that trying, 2, 1
things get, 1, 1
get you, 1, 1
you new, 1, 1
world protagonists, 1, 1
protagonists of, 1, 1
book are, 1, 1
are sick, 1, 1
sick of, 1, 1
their world, 1, 1
world because, 1, 1
the corrupted, 1, 1
corrupted medias, 1, 1
medias and, 1, 1
and selfishnes, 1, 1
selfishnes of, 1, 1
people there, 1, 1
several protagonists, 1, 1
protagonists but, 1, 1
but one, 1, 1
the protagonists, 2, 1
protagonists who, 1, 1
is scientist, 1, 1
scientist first, 1, 1
first comes, 1, 1
comes up, 1, 1
of escaping, 1, 1
escaping earth, 1, 1
earth project, 1, 1
project not, 1, 1
world would, 1, 1
not fund, 1, 1
fund him, 1, 1
him project, 1, 1
project who, 1, 1
who illustrates, 1, 1
illustrates people, 1, 1
that did, 1, 1
like risks, 1, 1
risks however, 1, 1
however another, 1, 1
another protagonist, 1, 1
protagonist rich, 1, 1
rich businessman, 1, 1
businessman steps, 1, 1
steps up, 1, 1
and gives, 1, 1
gives the, 1, 1
the funds, 1, 1
funds for, 1, 1
for projects, 1, 1
projects any, 1, 1
any other, 1, 1
other businessman, 1, 1
businessman or, 1, 1
or scientists, 1, 1
scientists think, 1, 1
that plan, 1, 1
plan is, 1, 1
too risky, 1, 1
risky and, 1, 1
and impossible, 1, 1
become real, 1, 1
life the, 1, 1
the project, 1, 1
project required, 1, 1
required budget, 1, 1
budget is, 1, 1
is spiked, 1, 1
spiked high, 1, 1
high that, 1, 1
very risky, 1, 1
risky for, 1, 1
for businessman, 1, 1
businessman to, 1, 1
to funds, 1, 1
funds all, 1, 1
money for, 1, 1
for project, 1, 1
project however, 1, 1
the project, 1, 1
very successfully, 1, 1
successfully done, 1, 1
done as, 1, 1
result when, 1, 1
protagonists get, 1, 1
leave the, 2, 1
earth with, 1, 1
the spaceship, 1, 1
spaceship people, 1, 1
people those, 1, 1
who opposed, 1, 1
opposed his, 1, 1
his idea, 1, 1
idea and, 1, 1
and risks, 1, 1
risks do, 1, 1
earth it, 1, 1
is great, 1, 1
great success, 1, 1
success for, 1, 1
who try, 1, 1
risks for, 1, 1
future the, 1, 1
the game, 1, 1
game that, 1, 1
i currently, 1, 1
currently play, 1, 1
play even, 1, 1
even shows, 1, 1
is good, 1, 1
good to, 1, 1
have risky, 1, 1
risky quests, 1, 1
quests for, 1, 1
for greater, 1, 1
greater rewards, 1, 1
rewards important, 1, 1
important fact, 1, 1
trying the, 1, 1
the risky, 1, 1
risky way, 1, 1
for more, 1, 1
and greater, 1, 1
greater success, 1, 1
success rather, 1, 1
than just, 1, 1
just keeping, 1, 1
keeping things, 1, 1
that already, 1, 1
well just, 1, 1
as appealed, 1, 1
appealed clearly, 1, 1
clearly in, 1, 1
participated, 1, 1
influenced, 1, 1
sprinkling, 1, 1
blowing, 1, 1
feeling, 1, 1
zesty, 1, 1
exhilarating, 1, 1
procedure, 2, 2
packing, 1, 1
fraught, 1, 1
facility, 1, 1
vapid, 1, 1
biggest, 1, 1
blank, 1, 1
destination—the, 1, 1
vitality, 1, 1
joyfulness, 1, 1
fantasy, 1, 1
depiction, 1, 1
parks, 1, 1
dramatically, 1, 1
collapsed, 1, 1
rows, 1, 1
babies’, 1, 1
children’s, 1, 1
screaming, 1, 1
adult’, 1, 1
arguing, 1, 1
snuffed, 1, 1
monotonous, 1, 1
disappointing, 1, 1
perceived, 1, 1
indignant, 1, 1
altered, 1, 1
garden, 2, 1
captivating, 1, 1
blossoming, 1, 1
joyful, 1, 1
hindrances, 1, 1
tribulations, 1, 1
destroying, 1, 1
memories, 1, 1
memory there, 1, 1
were few, 1, 1
few activities, 1, 1
activities my, 1, 1
family participated, 1, 1
participated in, 1, 1
in together, 1, 1
together so, 1, 1
could still, 1, 1
still hold, 1, 1
hold vivid, 1, 1
vivid impression, 1, 1
impression of, 1, 1
those experiences, 1, 1
experiences in, 2, 2
brain although, 1, 1
all happened, 1, 1
happened long, 1, 1
ago among, 1, 1
among those, 1, 1
those events, 1, 1
events the, 1, 1
that shocked, 1, 1
shocked and, 1, 1
and influenced, 1, 1
influenced me, 1, 1
me most, 1, 1
most must, 1, 1
trip we, 1, 1
we went, 1, 1
went on, 1, 1
on when, 1, 1
was ten, 1, 1
years old, 1, 1
old it, 1, 1
an ordinary, 1, 1
ordinary sunny, 1, 1
day with, 1, 1
the sunshine, 1, 1
sunshine sprinkling, 1, 1
sprinkling on, 1, 1
earth and, 1, 1
the breeze, 1, 1
breeze blowing, 1, 1
blowing gently, 1, 1
gently on, 1, 1
my face, 1, 1
face feeling, 1, 1
feeling zesty, 1, 1
zesty and, 1, 1
and exhilarating, 1, 1
exhilarating i, 1, 1
i urged, 1, 1
urged mom, 1, 1
dad to, 1, 1
to speed, 1, 1
speed up, 1, 1
the procedure, 1, 1
procedure of, 1, 1
of packing, 1, 1
packing and, 1, 1
and immediately, 1, 1
immediately hit, 1, 1
hit on, 1, 1
road nevertheless, 1, 1
nevertheless out, 1, 1
our expectation, 1, 1
highway was, 1, 1
was fraught, 1, 1
fraught with, 1, 1
with vehicles, 1, 1
vehicles and, 1, 1
jam the, 1, 1
the time, 1, 1
for waiting, 1, 1
waiting seemed, 1, 1
to last, 1, 1
last for, 1, 1
a century, 1, 1
century and, 1, 1
made our, 3, 2
our facility, 1, 1
facility turn, 1, 1
the vapid, 1, 1
vapid feeling, 1, 1
feeling after, 1, 1
after going, 1, 1
through almost, 1, 1
almost the, 1, 1
the biggest, 1, 1
biggest blank, 1, 1
blank space, 1, 1
space in, 1, 1
my life, 2, 1
life we, 1, 1
got rid, 1, 1
the crowded, 1, 1
crowded traffic, 1, 1
our destination—the, 1, 1
destination—the amusement, 1, 1
the amusement, 1, 1
park had, 1, 1
had always, 1, 1
favorite because, 1, 1
its atmosphere, 1, 1
atmosphere which, 1, 1
which gave, 1, 1
gave tourists, 1, 1
tourists enormous, 1, 1
enormous vitality, 1, 1
vitality and, 1, 1
and joyfulness, 1, 1
joyfulness but, 1, 1
but my, 1, 1
my fantasy, 1, 1
fantasy and, 1, 1
beautiful depiction, 1, 1
depiction of, 1, 1
of amusement, 1, 1
amusement parks, 1, 1
parks dramatically, 1, 1
dramatically collapsed, 1, 1
collapsed upon, 1, 1
upon seeing, 1, 1
the endless, 1, 1
endless rows, 1, 1
rows of, 1, 1
front the, 1, 1
entrance constantly, 1, 1
constantly making, 1, 1
making noise, 1, 1
noise of, 1, 1
of babies’, 1, 1
babies’ crying, 1, 1
crying children’s, 1, 1
children’s screaming, 1, 1
screaming and, 1, 1
and adult’, 1, 1
adult’ complaining, 1, 1
complaining and, 1, 1
and arguing, 1, 1
arguing the, 1, 1
the mass, 1, 1
mass situation, 1, 1
situation totally, 1, 1
totally destroyed, 1, 1
destroyed my, 1, 1
my ideal, 1, 1
ideal image, 1, 1
image of, 1, 1
and snuffed, 1, 1
snuffed out, 1, 1
my passion, 1, 1
trip at, 1, 1
i regarded, 1, 1
regarded the, 1, 1
trip monotonous, 1, 1
monotonous and, 1, 1
and tedious, 1, 1
tedious only, 1, 1
only eager, 1, 1
end this, 1, 1
this meaningless, 1, 1
meaningless and, 1, 1
and disappointing, 1, 1
disappointing journey, 1, 1
journey at, 1, 1
moment dad, 1, 1
dad and, 1, 1
and mom, 1, 1
mom perceived, 1, 1
perceived my, 1, 1
my indignant, 1, 1
indignant and, 1, 1
and altered, 1, 1
altered their, 1, 1
their plan, 1, 1
plan taking, 1, 1
taking me, 1, 1
a garden, 1, 1
garden which, 1, 1
which just, 1, 1
few steps, 1, 1
steps from, 1, 1
park in, 1, 1
the garden, 1, 1
garden not, 1, 1
only could, 1, 1
could i, 1, 1
the captivating, 1, 1
captivating flowers, 1, 1
flowers blossoming, 1, 1
blossoming but, 1, 1
also immersed, 1, 1
immersed myself, 1, 1
the joyful, 1, 1
joyful fragrance, 1, 1
fragrance mom, 1, 1
mom told, 1, 1
were always, 1, 1
always hindrances, 1, 1
hindrances and, 1, 1
and tribulations, 1, 1
tribulations which, 1, 1
which blocked, 1, 1
blocked in, 1, 1
my way, 1, 1
way destroying, 1, 1
destroying my, 1, 1
mood but, 1, 1
always make, 1, 1
happy again, 1, 1
again though, 1, 1
though there, 1, 1
were some, 1, 1
some bad, 1, 1
bad memories, 1, 1
memories i, 1, 1
kept this, 1, 1
mind since, 1, 1
since then, 1, 1
then and, 1, 1
also thought, 1, 1
thought it, 1, 1
it whenever, 1, 1
bad in, 1, 1
josh, 13, 1
abby, 4, 1
smatphones, 1, 1
checking, 2, 1
page, 1, 1
rap, 1, 1
forgot, 1, 1
weren’t, 1, 1
avoided, 1, 1
“thud, 1, 1
rubbing, 1, 1
happening, 1, 1
intersections, 1, 1
p, 1, 1
motorcycles, 1, 1
roaming, 1, 1
unaware, 1, 1
press, 2, 2
josh’s, 5, 1
collided, 1, 1
knocked, 1, 1
“snap”, 1, 1
leg, 2, 1
injured, 1, 1
frightened, 1, 1
lifted, 1, 1
transported, 1, 1
checked, 2, 2
broken, 2, 2
six, 1, 1
alright, 2, 2
after school, 1, 1
school josh, 1, 1
josh and, 2, 1
and abby, 1, 1
abby were, 1, 1
together however, 1, 1
however both, 1, 1
so into, 1, 1
into their, 1, 1
their smatphones, 1, 1
smatphones that, 1, 1
a word, 1, 1
word was, 1, 1
was exchanged, 1, 1
exchanged between, 1, 1
between them, 1, 1
them abby, 1, 1
abby was, 1, 1
was checking, 1, 1
checking out, 1, 1
her facebook, 1, 1
facebook page, 1, 1
page and, 1, 1
and josh, 1, 1
josh had, 2, 1
had headphones, 1, 1
headphones on, 1, 1
on listening, 1, 1
to rap, 1, 1
rap music, 1, 1
music it, 1, 1
wasn’t before, 1, 1
before long, 1, 1
long they, 1, 1
they forgot, 1, 1
forgot they, 1, 1
walking together, 1, 1
together since, 1, 1
since both, 1, 1
them weren’t, 1, 1
weren’t watching, 1, 1
were heading, 1, 1
heading accidents, 1, 1
accidents that, 1, 1
been avoided, 1, 1
avoided fell, 1, 1
fell upon, 1, 1
upon them, 1, 1
them first, 1, 1
first was, 1, 1
was abby, 1, 1
abby she, 1, 1
she was, 1, 1
so absorbed, 2, 2
in reading, 1, 1
reading other, 1, 1
other people’s, 1, 1
people’s posts, 1, 1
posts on, 1, 1
on facebook, 1, 1
facebook that, 1, 1
she failed, 1, 1
walking straight, 1, 1
straight into, 2, 2
tree with, 1, 1
loud “thud, 1, 1
“thud ”, 1, 1
she fell, 1, 1
ground rubbing, 1, 1
rubbing her, 1, 1
forehead and, 1, 1
and searching, 1, 1
searching for, 1, 1
phone however, 1, 1
however josh, 1, 1
josh who, 1, 1
his music, 2, 2
music world, 1, 1
world wasn’t, 1, 1
wasn’t even, 1, 1
even aware, 1, 1
of abby, 1, 1
abby running, 1, 1
running into, 1, 1
tree josh, 1, 1
josh continued, 1, 1
continued to, 4, 2
head home, 1, 1
home not, 1, 1
not paying, 1, 1
paying attention, 2, 2
to anything, 1, 1
anything happening, 1, 1
happening around, 1, 1
around him, 2, 2
him then, 1, 1
the intersections, 1, 1
intersections since, 1, 1
about five, 2, 2
five p, 1, 1
p m, 1, 1
m cars, 1, 1
and motorcycles, 1, 1
motorcycles were, 1, 1
